ma_giao_dich,ma_khach_hang,ma_san_pham,ma_cua_hang,so_luong,don_gia,so_tien_giam_gia,phi_van_chuyen,khoa_ngay,ma_thanh_toan
TX0002950250802000,CUS0002950,SYSN10001221,SH4426466,2,77800,0,0,20250802,5
TX0002950251110001,CUS0002950,SYSN10005608,SH6472201,2,78900,56500,30000,20251110,1
TX0002950251111002,CUS0002950,SYSN10002570,SH4008803,1,122300,23700,0,20251111,5
TX0002951251123000,CUS0002951,SYSN10005594,SH6704104,1,163700,0,0,20251123,2
TX0002951251208001,CUS0002951,SYSN10003673,SH6385974,1,118400,35500,20000,20251208,6
TX0002952250128000,CUS0002952,SYSN10005995,SH2328642,1,648200,0,20000,20250128,2
TX0002952250709001,CUS0002952,SYSN10003431,SH6438342,3,693800,0,0,20250709,5
TX0002952250720002,CUS0002952,SYSN10002718,SH4629446,2,452100,90400,0,20250720,1
TX0002952250814003,CUS0002952,SYSN10000231,SH4664338,1,311900,46800,30000,20250814,6
TX0002953250826000,CUS0002953,SYSN10003648,SH4266746,1,202600,0,0,20250826,2
TX0002953251015001,CUS0002953,SYSN10000023,SH8526486,1,157600,0,15000,20251015,1
TX0002953251205003,CUS0002953,SYSN10007855,SH5364423,1,41100,0,0,20251205,5
TX0002953251211004,CUS0002953,SYSN10004292,SH3618679,2,76400,49000,20000,20251211,4
TX0002954250706000,CUS0002954,SYSN10000685,SH7206350,1,205800,41200,20000,20250706,4
TX0002954250930001,CUS0002954,SYSN10005630,SH7829432,3,122100,0,0,20250930,2
TX0002954251027002,CUS0002954,SYSN10001843,SH7450389,1,159100,15900,30000,20251027,2
TX0002955241204000,CUS0002955,SYSN10006892,SH6846412,3,551700,82800,0,20241204,3
TX0002955241205001,CUS0002955,SYSN10007586,SH9255025,1,524200,26200,0,20241205,5
TX0002955241207002,CUS0002955,SYSN10002290,SH1161777,3,1033100,0,0,20241207,2
TX0002955241208003,CUS0002955,SYSN10007275,SH5572561,2,890800,0,0,20241208,4
TX0002955241209004,CUS0002955,SYSN10001116,SH1901645,2,566800,0,15000,20241209,5
TX0002955241210005,CUS0002955,SYSN10000970,SH9213304,1,600200,60000,0,20241210,5
TX0002955241211006,CUS0002955,SYSN10005154,SH2637387,4,480800,532400,0,20241211,2
TX0002955241212007,CUS0002955,SYSN10005183,SH1733970,3,373600,366000,30000,20241212,5
TX0002955241212008,CUS0002955,SYSN10001751,SH4419865,4,604400,748800,20000,20241212,2
TX0002955241212009,CUS0002955,SYSN10005598,SH7109313,3,440700,203100,0,20241212,6
TX0002955241212010,CUS0002955,SYSN10000360,SH6412383,4,426400,476500,30000,20241212,2
TX0002955241216011,CUS0002955,SYSN10005415,SH4422298,1,478400,47800,0,20241216,3
TX0002955241216012,CUS0002955,SYSN10002096,SH8892760,1,480600,0,0,20241216,1
TX0002955241224013,CUS0002955,SYSN10004038,SH3287623,4,660100,0,20000,20241224,5
TX0002955241225014,CUS0002955,SYSN10007971,SH4757576,5,551500,754700,30000,20241225,5
TX0002955241227015,CUS0002955,SYSN10002666,SH3667022,1,539800,108000,0,20241227,4
TX0002955241231016,CUS0002955,SYSN10000574,SH8419054,2,523500,157000,0,20241231,2
TX0002956231201000,CUS0002956,SYSN10006813,SH3762900,1,130700,13100,0,20231201,2
TX0002956231212001,CUS0002956,SYSN10000140,SH3302417,1,113900,27000,20000,20231212,5
TX0002957251128000,CUS0002957,SYSN10007474,SH6416279,2,73000,0,0,20251128,4
TX0002957251209001,CUS0002957,SYSN10005264,SH8097969,1,127300,6400,15000,20251209,5
TX0002957251226002,CUS0002957,SYSN10006701,SH3798886,1,47600,0,0,20251226,6
TX0002958250405000,CUS0002958,SYSN10002941,SH2315207,1,117800,5900,0,20250405,2
TX0002958250725001,CUS0002958,SYSN10002081,SH3102292,1,243800,0,20000,20250725,5
TX0002958250803002,CUS0002958,SYSN10000338,SH8043341,2,74200,0,20000,20250803,2
TX0002958251114003,CUS0002958,SYSN10006063,SH1121334,2,120900,24200,0,20251114,6
TX0002958251125004,CUS0002958,SYSN10006485,SH3285489,1,192200,19200,0,20251125,6
TX0002959240107000,CUS0002959,SYSN10006295,SH6542159,1,133900,0,0,20240107,6
TX0002959240712001,CUS0002959,SYSN10005281,SH3396368,1,187300,0,20000,20240712,2
TX0002959240827002,CUS0002959,SYSN10000835,SH5922335,1,73800,7400,30000,20240827,1
TX0002960251221000,CUS0002960,SYSN10005276,SH8310364,2,264600,0,30000,20251221,2
TX0002960251221001,CUS0002960,SYSN10004484,SH7877664,2,150600,0,0,20251221,6
TX0002960251221003,CUS0002960,SYSN10007663,SH8141807,1,305500,61100,15000,20251221,2
TX0002960251223004,CUS0002960,SYSN10004392,SH6418564,1,371100,0,0,20251223,5
TX0002960251225006,CUS0002960,SYSN10000630,SH4002836,1,426000,67000,30000,20251225,2
TX0002960251228009,CUS0002960,SYSN10000748,SH7148229,1,144000,0,0,20251228,4
TX0002960251231010,CUS0002960,SYSN10007105,SH6264000,1,383200,0,0,20251231,1
TX0002961251213002,CUS0002961,SYSN10002594,SH1275882,3,114800,17200,20000,20251213,2
TX0002962250531000,CUS0002962,SYSN10003252,SH5180820,3,243900,109800,30000,20250531,3
TX0002962250808001,CUS0002962,SYSN10006838,SH9205956,1,97100,48200,0,20250808,2
TX0002962251230002,CUS0002962,SYSN10006352,SH6512493,2,199100,0,0,20251230,2
TX0002963250327000,CUS0002963,SYSN10000372,SH7668395,2,213300,42700,0,20250327,2
TX0002963250510001,CUS0002963,SYSN10007312,SH6799536,1,298100,0,15000,20250510,2
TX0002963250517002,CUS0002963,SYSN10005232,SH6499272,1,262700,39400,0,20250517,4
TX0002963250705003,CUS0002963,SYSN10004819,SH4294932,1,124700,6200,15000,20250705,5
TX0002963250822004,CUS0002963,SYSN10002602,SH5723052,2,116200,23200,30000,20250822,4
TX0002963250902005,CUS0002963,SYSN10003109,SH9565320,1,96300,4800,0,20250902,1
TX0002963250914006,CUS0002963,SYSN10003719,SH1214182,1,125000,6200,20000,20250914,2
TX0002963250917007,CUS0002963,SYSN10007384,SH9037659,1,249400,0,0,20250917,6
TX0002963250926008,CUS0002963,SYSN10005825,SH7033731,1,153900,0,30000,20250926,6
TX0002963251022009,CUS0002963,SYSN10007898,SH2860368,1,139100,27800,0,20251022,6
TX0002963251116010,CUS0002963,SYSN10002695,SH8936104,2,284300,113700,15000,20251116,5
TX0002963251205011,CUS0002963,SYSN10006870,SH1042072,1,199700,30000,15000,20251205,4
TX0002964250511000,CUS0002964,SYSN10003687,SH4132103,1,147200,22100,30000,20250511,5
TX0002964250727002,CUS0002964,SYSN10007223,SH1502716,3,209700,125800,30000,20250727,3
TX0002965250203001,CUS0002965,SYSN10000486,SH5755579,1,150200,15000,0,20250203,2
TX0002965250213002,CUS0002965,SYSN10002368,SH7512992,1,50300,10100,0,20250213,5
TX0002966250119000,CUS0002966,SYSN10002994,SH6912275,1,189200,0,30000,20250119,3
TX0002966251116001,CUS0002966,SYSN10006451,SH7477665,1,176500,17600,15000,20251116,2
TX0002967250605001,CUS0002967,SYSN10003069,SH3609965,1,303500,60700,20000,20250605,6
TX0002967250830002,CUS0002967,SYSN10001041,SH8358018,2,462700,0,15000,20250830,4
TX0002967251130003,CUS0002967,SYSN10002491,SH4684377,1,166400,8300,0,20251130,2
TX0002967251212004,CUS0002967,SYSN10003862,SH6588362,2,108600,34800,15000,20251212,2
TX0002967251214005,CUS0002967,SYSN10006116,SH4080123,1,106800,0,20000,20251214,5
TX0002968250927000,CUS0002968,SYSN10004136,SH9210573,1,106100,5300,15000,20250927,5
TX0002968251106001,CUS0002968,SYSN10007817,SH7384261,1,162300,0,30000,20251106,3
TX0002969241212000,CUS0002969,SYSN10005692,SH3666514,2,85300,42900,20000,20241212,2
TX0002970250121000,CUS0002970,SYSN10007904,SH6763874,1,101700,0,0,20250121,6
TX0002970251010001,CUS0002970,SYSN10002309,SH4274222,2,131200,101900,20000,20251010,6
TX0002971240202000,CUS0002971,SYSN10007379,SH6844876,1,149100,44700,30000,20240202,6
TX0002971240629001,CUS0002971,SYSN10003081,SH3903287,1,31100,0,0,20240629,2
TX0002971240913002,CUS0002971,SYSN10000737,SH6051155,1,111000,22200,0,20240913,1
TX0002972241208000,CUS0002972,SYSN10000282,SH8534089,1,133800,6700,30000,20241208,1
TX0002972241212001,CUS0002972,SYSN10004597,SH1775127,2,96300,90000,15000,20241212,2
TX0002972241213002,CUS0002972,SYSN10001011,SH4038296,1,181100,18100,15000,20241213,4
TX0002972241218003,CUS0002972,SYSN10003001,SH3074710,1,489700,0,0,20241218,2
TX0002972241223004,CUS0002972,SYSN10007623,SH4472131,1,184600,27700,0,20241223,5
TX0002973230620000,CUS0002973,SYSN10003552,SH7395628,1,107700,0,0,20230620,2
TX0002973231222001,CUS0002973,SYSN10005828,SH1908668,2,211300,0,30000,20231222,2
TX0002974230304000,CUS0002974,SYSN10001594,SH1207372,1,203200,30500,20000,20230304,1
TX0002974240420001,CUS0002974,SYSN10005410,SH2329504,2,204500,0,15000,20240420,2
TX0002974250330002,CUS0002974,SYSN10006398,SH2134464,1,64400,9700,30000,20250330,2
TX0002975231223000,CUS0002975,SYSN10002743,SH5132031,2,229200,0,0,20231223,1
TX0002975231225001,CUS0002975,SYSN10006674,SH6919817,2,153100,103900,0,20231225,1
TX0002976250409000,CUS0002976,SYSN10005545,SH1697175,1,47600,4800,15000,20250409,2
TX0002976251009001,CUS0002976,SYSN10006472,SH9607922,1,74400,25600,20000,20251009,5
TX0002977250718002,CUS0002977,SYSN10004082,SH5480282,1,60900,3000,20000,20250718,6
TX0002977251007004,CUS0002977,SYSN10001005,SH3429724,1,126100,0,30000,20251007,2
TX0002978240102000,CUS0002978,SYSN10003510,SH6758942,1,224600,0,0,20240102,6
TX0002978251128001,CUS0002978,SYSN10000459,SH8302077,1,130600,13100,15000,20251128,4
TX0002978251212002,CUS0002978,SYSN10001671,SH2843416,1,107300,51300,20000,20251212,2
TX0002979231103000,CUS0002979,SYSN10001771,SH9728545,1,218500,0,15000,20231103,5
TX0002979231222001,CUS0002979,SYSN10007703,SH3437414,1,269700,0,30000,20231222,2
TX0002979241005002,CUS0002979,SYSN10002387,SH8077565,2,302500,0,0,20241005,2
TX0002979250607003,CUS0002979,SYSN10002810,SH9371621,1,221200,0,0,20250607,1
TX0002979250716004,CUS0002979,SYSN10007226,SH9497062,1,131200,0,20000,20250716,5
TX0002979251210005,CUS0002979,SYSN10003651,SH7954389,1,429900,64500,0,20251210,5
TX0002980250427000,CUS0002980,SYSN10003128,SH3311667,2,249900,149900,20000,20250427,5
TX0002980250617001,CUS0002980,SYSN10004887,SH8033901,2,145100,14500,0,20250617,2
TX0002981250705000,CUS0002981,SYSN10001753,SH3692043,1,247300,0,20000,20250705,2
TX0002981250804001,CUS0002981,SYSN10000223,SH2800206,1,192600,0,0,20250804,2
TX0002981251129002,CUS0002981,SYSN10004499,SH7548199,1,281900,56400,0,20251129,5
TX0002982250420000,CUS0002982,SYSN10005780,SH3091564,1,51900,0,30000,20250420,6
TX0002982250913001,CUS0002982,SYSN10006014,SH6385396,1,82100,4100,0,20250913,5
TX0002983250320000,CUS0002983,SYSN10005627,SH2711121,2,232500,0,0,20250320,5
TX0002983250827001,CUS0002983,SYSN10001365,SH6811062,1,173700,52100,0,20250827,6
TX0002984240320000,CUS0002984,SYSN10000786,SH5244348,1,128000,0,0,20240320,3
TX0002984250919001,CUS0002984,SYSN10000613,SH1026523,1,73200,0,0,20250919,6
TX0002984250925002,CUS0002984,SYSN10004546,SH8590487,1,58400,0,15000,20250925,2
TX0002985251225001,CUS0002985,SYSN10007841,SH9734983,2,181700,107400,20000,20251225,2
TX0002986250312000,CUS0002986,SYSN10001699,SH1653342,1,312100,93600,15000,20250312,5
TX0002986250810001,CUS0002986,SYSN10002996,SH1898452,1,219900,0,20000,20250810,3
TX0002987230219000,CUS0002987,SYSN10000080,SH9767312,1,294100,0,0,20230219,4
TX0002987230321001,CUS0002987,SYSN10001524,SH5739034,1,387400,77500,30000,20230321,5
TX0002987230603002,CUS0002987,SYSN10000193,SH3100009,2,321400,32100,15000,20230603,5
TX0002987230628003,CUS0002987,SYSN10006602,SH4434115,2,390600,117200,0,20230628,2
TX0002987230629004,CUS0002987,SYSN10001358,SH2696557,1,244700,0,30000,20230629,4
TX0002987230710005,CUS0002987,SYSN10001224,SH4821097,1,302800,30300,0,20230710,3
TX0002987230821006,CUS0002987,SYSN10004629,SH2939032,1,748700,0,0,20230821,2
TX0002987231001007,CUS0002987,SYSN10001579,SH8605673,2,653500,0,20000,20231001,3
TX0002987231013008,CUS0002987,SYSN10003718,SH6164323,1,444700,0,15000,20231013,4
TX0002987231205009,CUS0002987,SYSN10001394,SH9773624,1,500000,50000,0,20231205,2
TX0002987240128010,CUS0002987,SYSN10001317,SH5580646,1,419400,0,0,20240128,4
TX0002987240420012,CUS0002987,SYSN10006178,SH1709675,1,298800,44800,20000,20240420,5
TX0002987240706014,CUS0002987,SYSN10004923,SH8765259,2,404500,40400,15000,20240706,6
TX0002987240725015,CUS0002987,SYSN10000975,SH4167928,2,319300,63900,30000,20240725,4
TX0002987241010016,CUS0002987,SYSN10004139,SH8427120,3,263200,335400,30000,20241010,6
TX0002987241105017,CUS0002987,SYSN10006439,SH1163850,2,315000,63000,20000,20241105,4
TX0002987241109018,CUS0002987,SYSN10006672,SH9982151,1,835700,125400,20000,20241109,6
TX0002987241110019,CUS0002987,SYSN10002712,SH4702852,1,229300,40800,30000,20241110,4
TX0002987241111020,CUS0002987,SYSN10007704,SH8416066,1,237900,66200,30000,20241111,4
TX0002987241212021,CUS0002987,SYSN10002455,SH2459729,1,474100,145600,0,20241212,6
TX0002987250215022,CUS0002987,SYSN10005883,SH9183489,1,881200,88100,15000,20250215,6
TX0002987250402023,CUS0002987,SYSN10003560,SH4249389,1,294100,29400,15000,20250402,4
TX0002987250715024,CUS0002987,SYSN10006483,SH1183462,1,480900,0,20000,20250715,6
TX0002987250920026,CUS0002987,SYSN10004957,SH4034533,1,607000,0,20000,20250920,2
TX0002988250129000,CUS0002988,SYSN10003784,SH7665601,2,110700,0,30000,20250129,4
TX0002988250629001,CUS0002988,SYSN10005735,SH3376507,1,86100,8600,30000,20250629,2
TX0002989241204000,CUS0002989,SYSN10004517,SH9402269,1,151800,0,20000,20241204,2
TX0002989241218001,CUS0002989,SYSN10002523,SH3974790,1,145800,14600,30000,20241218,2
TX0002989241224003,CUS0002989,SYSN10002450,SH1659976,1,201100,0,15000,20241224,5
TX0002989241224004,CUS0002989,SYSN10002708,SH3542799,1,200700,0,0,20241224,5
TX0002990230402000,CUS0002990,SYSN10002491,SH4684377,2,176100,0,0,20230402,1
TX0002990231006001,CUS0002990,SYSN10004736,SH1114282,1,185200,55600,20000,20231006,2
TX0002990231225002,CUS0002990,SYSN10003824,SH7735271,3,213400,303100,30000,20231225,2
TX0002990241223004,CUS0002990,SYSN10001815,SH2482766,1,129900,0,0,20241223,6
TX0002991250726000,CUS0002991,SYSN10006460,SH8964822,1,37300,0,15000,20250726,5
TX0002991250807001,CUS0002991,SYSN10001738,SH6591284,1,135500,0,0,20250807,4
TX0002991251010002,CUS0002991,SYSN10002423,SH2521948,1,173800,64100,20000,20251010,2
TX0002992250224000,CUS0002992,SYSN10001279,SH2885212,1,115800,0,15000,20250224,5
TX0002992250908001,CUS0002992,SYSN10001542,SH4307323,1,244300,51700,15000,20250908,1
TX0002992251223002,CUS0002992,SYSN10006388,SH9693792,1,243300,24300,20000,20251223,2
TX0002993250105000,CUS0002993,SYSN10003198,SH6091391,3,151700,91000,20000,20250105,4
TX0002993250112001,CUS0002993,SYSN10003889,SH8316922,2,107000,21400,0,20250112,6
TX0002993250830002,CUS0002993,SYSN10002309,SH4274222,1,177700,17800,15000,20250830,2
TX0002994250223000,CUS0002994,SYSN10002148,SH9483674,1,320000,0,20000,20250223,4
TX0002994250226001,CUS0002994,SYSN10007041,SH7103819,1,516900,0,0,20250226,6
TX0002994250321002,CUS0002994,SYSN10004147,SH6676201,2,310200,93000,30000,20250321,5
TX0002994250619003,CUS0002994,SYSN10007582,SH1215089,2,498100,99600,0,20250619,2
TX0002994250704004,CUS0002994,SYSN10002861,SH1624142,1,390700,58600,0,20250704,4
TX0002995250823000,CUS0002995,SYSN10000712,SH3764318,1,144600,21700,0,20250823,5
TX0002995251023001,CUS0002995,SYSN10005472,SH2138348,1,105100,15800,0,20251023,2
TX0002996240625000,CUS0002996,SYSN10006628,SH7226752,1,240600,0,30000,20240625,2
TX0002996240628001,CUS0002996,SYSN10001683,SH9623013,2,256500,51300,15000,20240628,5
TX0002996241111002,CUS0002996,SYSN10007259,SH4190313,2,143700,128600,15000,20241111,6
TX0002996250513003,CUS0002996,SYSN10002250,SH8088238,1,124400,0,20000,20250513,3
TX0002996250704004,CUS0002996,SYSN10006020,SH7935903,3,190000,114000,0,20250704,6
TX0002996251228005,CUS0002996,SYSN10004725,SH3444270,3,345500,155500,0,20251228,1
TX0002997250331000,CUS0002997,SYSN10002476,SH6024989,1,99700,10000,0,20250331,2
TX0002997250415001,CUS0002997,SYSN10001914,SH1746009,1,188400,0,30000,20250415,2
TX0002997250420002,CUS0002997,SYSN10006723,SH3650636,1,187400,28100,15000,20250420,4
TX0002997250421003,CUS0002997,SYSN10004404,SH2496186,1,126600,0,20000,20250421,1
TX0002997250430004,CUS0002997,SYSN10002214,SH1838804,1,132700,45300,0,20250430,4
TX0002997251022005,CUS0002997,SYSN10007379,SH6844876,1,143800,14400,0,20251022,3
TX0002998241120000,CUS0002998,SYSN10007654,SH3918267,2,193300,0,30000,20241120,5
TX0002998250402001,CUS0002998,SYSN10006739,SH8870858,1,224600,44900,0,20250402,6
TX0002998250808002,CUS0002998,SYSN10002807,SH1153516,3,143600,141800,0,20250808,1
TX0002998250820003,CUS0002998,SYSN10003610,SH4543799,1,324700,0,20000,20250820,4
TX0002998250913004,CUS0002998,SYSN10007783,SH2070749,1,219100,0,20000,20250913,2
TX0002998250917005,CUS0002998,SYSN10006225,SH7660559,1,194600,19500,0,20250917,6
TX0002999241011000,CUS0002999,SYSN10007411,SH4402156,1,136100,20400,30000,20241011,4
TX0002999241114001,CUS0002999,SYSN10000201,SH9479950,1,321800,0,15000,20241114,2
TX0002999241118002,CUS0002999,SYSN10003378,SH1513846,2,125100,0,20000,20241118,5
TX0002999241129003,CUS0002999,SYSN10001508,SH1758898,2,131100,0,30000,20241129,5
TX0002999241209004,CUS0002999,SYSN10007210,SH6693502,1,219900,0,0,20241209,1
TX0003000251110000,CUS0003000,SYSN10002721,SH7341293,1,141700,34200,0,20251110,2
TX0003000251117001,CUS0003000,SYSN10005066,SH7061123,1,480200,0,15000,20251117,5
TX0003000251128002,CUS0003000,SYSN10005283,SH5849642,1,157100,7900,30000,20251128,6
TX0003001250504000,CUS0003001,SYSN10002024,SH2962480,2,244800,24500,30000,20250504,3
TX0003001250630001,CUS0003001,SYSN10002973,SH6379463,3,131700,103800,20000,20250630,3
TX0003002250711000,CUS0003002,SYSN10007589,SH8341708,1,168700,25300,20000,20250711,6
TX0003002250731001,CUS0003002,SYSN10004188,SH2373845,1,115100,23000,0,20250731,4
TX0003002250913002,CUS0003002,SYSN10000363,SH9324603,1,174800,8700,15000,20250913,4
TX0003003231018000,CUS0003003,SYSN10006426,SH5079617,2,52800,10600,15000,20231018,2
TX0003003240523001,CUS0003003,SYSN10003998,SH1688945,1,132400,19900,20000,20240523,2
TX0003003241227002,CUS0003003,SYSN10004489,SH9915254,2,233200,93300,20000,20241227,4
TX0003004251111000,CUS0003004,SYSN10006131,SH1863950,1,127200,49900,0,20251111,5
TX0003004251216002,CUS0003004,SYSN10007841,SH9734983,2,159100,63600,20000,20251216,2
TX0003005231201000,CUS0003005,SYSN10003252,SH5180820,1,268500,0,0,20231201,6
TX0003005231207001,CUS0003005,SYSN10006893,SH9097458,1,175100,26300,30000,20231207,5
TX0003005231212002,CUS0003005,SYSN10002021,SH3217967,2,204200,65700,15000,20231212,5
TX0003006250428000,CUS0003006,SYSN10000202,SH8895137,1,148200,0,15000,20250428,4
TX0003006250530001,CUS0003006,SYSN10002708,SH3542799,2,212400,0,0,20250530,2
TX0003006250825003,CUS0003006,SYSN10001839,SH8602375,3,255400,114900,30000,20250825,6
TX0003006251106004,CUS0003006,SYSN10007717,SH2547851,1,107700,5400,20000,20251106,2
TX0003006251115005,CUS0003006,SYSN10003822,SH5864248,3,311900,93600,0,20251115,2
TX0003007231207000,CUS0003007,SYSN10003377,SH5671585,1,326600,98000,0,20231207,6
TX0003007231221001,CUS0003007,SYSN10003580,SH6645229,1,184200,36800,0,20231221,4
TX0003007240621002,CUS0003007,SYSN10005751,SH7969139,1,427700,0,15000,20240621,1
TX0003007241030003,CUS0003007,SYSN10000533,SH1139537,1,345700,34600,20000,20241030,6
TX0003007250721004,CUS0003007,SYSN10002587,SH4350278,1,151600,22700,15000,20250721,5
TX0003007250727005,CUS0003007,SYSN10002330,SH9453649,1,105600,0,0,20250727,5
TX0003008231023000,CUS0003008,SYSN10002773,SH3223316,2,148200,14800,0,20231023,5
TX0003008231231001,CUS0003008,SYSN10006819,SH7987605,1,63400,0,20000,20231231,6
TX0003008240423002,CUS0003008,SYSN10005849,SH4593330,1,132000,0,0,20240423,6
TX0003009241110001,CUS0003009,SYSN10000174,SH4058117,2,100600,97800,0,20241110,6
TX0003009250304003,CUS0003009,SYSN10002658,SH5575750,1,258800,38800,20000,20250304,3
TX0003009250904004,CUS0003009,SYSN10007763,SH6523816,1,111300,0,20000,20250904,4
TX0003009251110005,CUS0003009,SYSN10000409,SH9728991,2,141500,56000,0,20251110,4
TX0003010241111000,CUS0003010,SYSN10005356,SH4789853,1,133500,30400,15000,20241111,6
TX0003010241226001,CUS0003010,SYSN10002521,SH2304420,1,355100,0,30000,20241226,4
TX0003010250326002,CUS0003010,SYSN10004008,SH9821037,3,119900,0,30000,20250326,6
TX0003010250623003,CUS0003010,SYSN10000035,SH1852264,2,370000,0,15000,20250623,1
TX0003010251111004,CUS0003010,SYSN10001335,SH4123258,1,254300,125700,20000,20251111,2
TX0003010251228005,CUS0003010,SYSN10007720,SH3106134,2,324200,64800,20000,20251228,2
TX0003011241214000,CUS0003011,SYSN10003883,SH3984141,1,102400,5100,15000,20241214,4
TX0003011241218001,CUS0003011,SYSN10007654,SH3918267,1,194900,19500,30000,20241218,6
TX0003011241223002,CUS0003011,SYSN10003297,SH8576723,1,182800,0,20000,20241223,6
TX0003012240405000,CUS0003012,SYSN10000740,SH2912044,1,189100,9500,0,20240405,2
TX0003012240420001,CUS0003012,SYSN10005759,SH6635435,2,194800,0,0,20240420,2
TX0003012240510002,CUS0003012,SYSN10000685,SH7206350,1,186800,56000,0,20240510,6
TX0003012240725003,CUS0003012,SYSN10004718,SH3612040,1,184000,0,15000,20240725,6
TX0003012241213004,CUS0003012,SYSN10007826,SH5582044,1,421900,0,15000,20241213,6
TX0003013241024000,CUS0003013,SYSN10001591,SH8577425,1,207000,41400,15000,20241024,2
TX0003013241029001,CUS0003013,SYSN10000200,SH6246485,1,231900,0,0,20241029,5
