ma_giao_dich,ma_khach_hang,ma_san_pham,ngay_giao_dich,gia_tri_sau_giam,co_bat_thuong,phan_vi_25,phan_vi_75,khoang_tu_phan_vi
TX0005331240926002,CUS0005331,SYSN10002009,2024-09-26,917600,0,643750.0,1889550.0,1245800.0
TX0005331241029003,CUS0005331,SYSN10002000,2024-10-29,380800,0,359450.0,715900.0,356450.0
TX0005331241124004,CUS0005331,SYSN10007641,2024-11-24,511500,0,602400.0,1520700.0,918300.0
TX0005331241211005,CUS0005331,SYSN10002360,2024-12-11,235300,0,394000.0,848400.0,454400.0
TX0005331250125006,CUS0005331,SYSN10002845,2025-01-25,310500,0,299425.0,633150.0,333725.0
TX0005331250129007,CUS0005331,SYSN10007951,2025-01-29,556100,0,642500.0,1369400.0,726900.0
TX0005331250130008,CUS0005331,SYSN10002007,2025-01-30,405400,0,362525.0,768100.0,405575.0
TX0005331250312009,CUS0005331,SYSN10006521,2025-03-12,993900,0,312400.0,663200.0,350800.0
TX0005331250327010,CUS0005331,SYSN10006669,2025-03-27,593000,0,284300.0,600600.0,316300.0
TX0005331250422011,CUS0005331,SYSN10004926,2025-04-22,316800,0,312250.0,504050.0,191800.0
TX0005331250518012,CUS0005331,SYSN10004401,2025-05-18,556600,0,544675.0,1447875.0,903200.0
TX0005331250520013,CUS0005331,SYSN10006703,2025-05-20,903900,0,311600.0,567050.0,255450.0
TX0005331250604014,CUS0005331,SYSN10002889,2025-06-04,439700,0,434100.0,878000.0,443900.0
TX0005331250719015,CUS0005331,SYSN10003196,2025-07-19,626200,0,825575.0,2460575.0,1635000.0
TX0005331250813016,CUS0005331,SYSN10005009,2025-08-13,307900,0,307900.0,620600.0,312700.0
TX0005331250907018,CUS0005331,SYSN10003288,2025-09-07,999600,0,472300.0,974650.0,502350.0
TX0005331250909019,CUS0005331,SYSN10002389,2025-09-09,1475300,0,806500.0,1705250.0,898750.0
TX0005331251013021,CUS0005331,SYSN10001573,2025-10-13,440900,0,446600.0,887750.0,441150.0
TX0005331251030022,CUS0005331,SYSN10003431,2025-10-30,1888800,0,655900.0,1914900.0,1259000.0
TX0005331251104023,CUS0005331,SYSN10001268,2025-11-04,556900,0,304000.0,604000.0,300000.0
TX0005331251215024,CUS0005331,SYSN10004884,2025-12-15,594200,0,289650.0,591150.0,301500.0
TX0005331251215025,CUS0005331,SYSN10007592,2025-12-15,322500,0,295500.0,652600.0,357100.0
TX0005331251223026,CUS0005331,SYSN10007662,2025-12-23,353900,0,344800.0,743650.0,398850.0
TX0005331251226027,CUS0005331,SYSN10004254,2025-12-26,511400,0,484100.0,1361200.0,877100.0
TX0005332251225000,CUS0005332,SYSN10004697,2025-12-25,25700,0,32150.0,50600.0,18450.0
TX0005332251229001,CUS0005332,SYSN10004776,2025-12-29,132500,0,138200.0,163450.0,25250.0
TX0005332251230002,CUS0005332,SYSN10005651,2025-12-30,256500,0,120050.0,213050.0,93000.0
TX0005333241009000,CUS0005333,SYSN10007155,2024-10-09,132700,0,112550.0,132950.0,20400.0
TX0005333241111001,CUS0005333,SYSN10000144,2024-11-11,46600,1,107200.0,112800.0,5600.0
TX0005333241202002,CUS0005333,SYSN10002445,2024-12-02,152400,0,158550.0,186800.0,28250.0
TX0005334250315000,CUS0005334,SYSN10000700,2025-03-15,384900,0,390250.0,809300.0,419050.0
TX0005334250406001,CUS0005334,SYSN10006794,2025-04-06,1029200,0,342000.0,843600.0,501600.0
TX0005334250421002,CUS0005334,SYSN10007230,2025-04-21,545100,0,354350.0,708150.0,353800.0
TX0005334250520003,CUS0005334,SYSN10005644,2025-05-20,510900,0,429025.0,918000.0,488975.0
TX0005334250618004,CUS0005334,SYSN10004460,2025-06-18,770400,0,373425.0,845000.0,471575.0
TX0005334250720005,CUS0005334,SYSN10007485,2025-07-20,413400,0,418500.0,875600.0,457100.0
TX0005334250817006,CUS0005334,SYSN10003651,2025-08-17,360300,0,361025.0,811800.0,450775.0
TX0005334250824007,CUS0005334,SYSN10005163,2025-08-24,380700,0,427725.0,857200.0,429475.0
TX0005334250914008,CUS0005334,SYSN10004368,2025-09-14,1178700,0,331000.0,706900.0,375900.0
TX0005334251109009,CUS0005334,SYSN10006122,2025-11-09,1346200,0,746700.0,1574400.0,827700.0
TX0005334251115010,CUS0005334,SYSN10001358,2025-11-15,299700,0,302400.0,615400.0,313000.0
TX0005334251122012,CUS0005334,SYSN10005476,2025-11-22,677200,0,361750.0,757000.0,395250.0
TX0005334251231013,CUS0005334,SYSN10001211,2025-12-31,354400,0,318425.0,372275.0,53850.0
TX0005335220922000,CUS0005335,SYSN10005353,2022-09-22,163800,0,156425.0,166125.0,9700.0
TX0005335220930001,CUS0005335,SYSN10006493,2022-09-30,240900,0,80000.0,153150.0,73150.0
TX0005336231023000,CUS0005336,SYSN10001072,2023-10-23,173000,0,170900.0,343400.0,172500.0
TX0005336231126001,CUS0005336,SYSN10004086,2023-11-26,119800,0,141700.0,350300.0,208600.0
TX0005336231205002,CUS0005336,SYSN10001459,2023-12-05,655000,0,295550.0,614450.0,318900.0
TX0005336240221003,CUS0005336,SYSN10006729,2024-02-21,143200,0,143975.0,274200.0,130225.0
TX0005336240502004,CUS0005336,SYSN10000954,2024-05-02,120400,0,115400.0,177050.0,61650.0
TX0005336240831005,CUS0005336,SYSN10003941,2024-08-31,167700,0,165975.0,352000.0,186025.0
TX0005336241008006,CUS0005336,SYSN10005293,2024-10-08,566800,0,572650.0,1292050.0,719400.0
TX0005336241106007,CUS0005336,SYSN10004129,2024-11-06,140600,0,124100.0,227100.0,103000.0
TX0005336250102008,CUS0005336,SYSN10007362,2025-01-02,281900,0,271975.0,338025.0,66050.0
TX0005336250327009,CUS0005336,SYSN10002835,2025-03-27,123900,0,113950.0,125450.0,11500.0
TX0005336250717010,CUS0005336,SYSN10005897,2025-07-17,271000,0,271000.0,291900.0,20900.0
TX0005336251017011,CUS0005336,SYSN10005252,2025-10-17,93200,0,91100.0,176875.0,85775.0
TX0005337240527000,CUS0005337,SYSN10003115,2024-05-27,432800,0,462900.0,987300.0,524400.0
TX0005337240628001,CUS0005337,SYSN10004743,2024-06-28,500800,0,489950.0,1198050.0,708100.0
TX0005337240703002,CUS0005337,SYSN10005527,2024-07-03,874300,0,450575.0,909450.0,458875.0
TX0005337240817004,CUS0005337,SYSN10001345,2024-08-17,498300,0,563925.0,1454475.0,890550.0
TX0005337240823005,CUS0005337,SYSN10007446,2024-08-23,387300,0,361550.0,674100.0,312550.0
TX0005337240905006,CUS0005337,SYSN10002867,2024-09-05,1187100,0,369000.0,824800.0,455800.0
TX0005337240909007,CUS0005337,SYSN10004979,2024-09-09,861100,0,666950.0,1408300.0,741350.0
TX0005337240911008,CUS0005337,SYSN10002753,2024-09-11,980700,0,315850.0,940225.0,624375.0
TX0005337241024009,CUS0005337,SYSN10000978,2024-10-24,679400,0,316750.0,640525.0,323775.0
TX0005337250111010,CUS0005337,SYSN10006892,2025-01-11,559800,0,525325.0,1231800.0,706475.0
TX0005337250117011,CUS0005337,SYSN10002732,2025-01-17,1473300,0,827650.0,2232800.0,1405150.0
TX0005337250203012,CUS0005337,SYSN10006637,2025-02-03,614700,0,300925.0,624675.0,323750.0
TX0005337250311013,CUS0005337,SYSN10002007,2025-03-11,402200,0,362525.0,768100.0,405575.0
TX0005337250321014,CUS0005337,SYSN10004371,2025-03-21,359800,0,347625.0,697600.0,349975.0
TX0005337250328015,CUS0005337,SYSN10004351,2025-03-28,1352200,0,1369800.0,3579650.0,2209850.0
TX0005337250507016,CUS0005337,SYSN10003653,2025-05-07,636000,0,425700.0,722700.0,297000.0
TX0005337250508017,CUS0005337,SYSN10001345,2025-05-08,576400,0,563925.0,1454475.0,890550.0
TX0005337250710018,CUS0005337,SYSN10005751,2025-07-10,1366500,0,407100.0,845000.0,437900.0
TX0005337250721019,CUS0005337,SYSN10005976,2025-07-21,1235500,0,401350.0,861300.0,459950.0
TX0005337250829020,CUS0005337,SYSN10001662,2025-08-29,992600,0,588700.0,1203400.0,614700.0
TX0005337250911021,CUS0005337,SYSN10001623,2025-09-11,898000,0,436000.0,1109725.0,673725.0
TX0005337250920022,CUS0005337,SYSN10006439,2025-09-20,654900,0,321025.0,598200.0,277175.0
TX0005337251018023,CUS0005337,SYSN10003868,2025-10-18,337000,0,331550.0,622750.0,291200.0
TX0005337251021024,CUS0005337,SYSN10000994,2025-10-21,503000,0,503900.0,1100600.0,596700.0
TX0005337251111025,CUS0005337,SYSN10006735,2025-11-11,152200,0,301400.0,644900.0,343500.0
TX0005337251225027,CUS0005337,SYSN10001745,2025-12-25,1039900,0,437325.0,885175.0,447850.0
TX0005338220605000,CUS0005338,SYSN10001251,2022-06-05,72000,0,73625.0,81250.0,7625.0
TX0005338230816002,CUS0005338,SYSN10003081,2023-08-16,42100,0,39125.0,52100.0,12975.0
TX0005338250430003,CUS0005338,SYSN10000225,2025-04-30,335600,0,258800.0,310000.0,51200.0
TX0005338250727004,CUS0005338,SYSN10001738,2025-07-27,172400,0,142375.0,245900.0,103525.0
TX0005339230928000,CUS0005339,SYSN10004950,2023-09-28,129400,0,124800.0,252400.0,127600.0
TX0005339231123001,CUS0005339,SYSN10003454,2023-11-23,116900,0,112225.0,121425.0,9200.0
TX0005339240702002,CUS0005339,SYSN10006990,2024-07-02,95900,0,98750.0,196300.0,97550.0
TX0005339240731003,CUS0005339,SYSN10007193,2024-07-31,266800,0,111975.0,252100.0,140125.0
TX0005339250226004,CUS0005339,SYSN10000121,2025-02-26,143100,0,144000.0,204750.0,60750.0
TX0005340241204000,CUS0005340,SYSN10004459,2024-12-04,96400,0,98800.0,208200.0,109400.0
TX0005340241208001,CUS0005340,SYSN10007866,2024-12-08,242700,0,219700.0,461550.0,241850.0
TX0005340241211002,CUS0005340,SYSN10001276,2024-12-11,78600,0,108000.0,140750.0,32750.0
TX0005340241225003,CUS0005340,SYSN10001957,2024-12-25,99500,0,106925.0,147350.0,40425.0
TX0005340241230004,CUS0005340,SYSN10003719,2024-12-30,214000,0,120350.0,285950.0,165600.0
TX0005341231024000,CUS0005341,SYSN10001849,2023-10-24,143900,0,132000.0,153000.0,21000.0
TX0005341231029001,CUS0005341,SYSN10001054,2023-10-29,206800,0,187175.0,203950.0,16775.0
TX0005341240630002,CUS0005341,SYSN10004587,2024-06-30,200000,0,170400.0,197100.0,26700.0
TX0005341241212003,CUS0005341,SYSN10003018,2024-12-12,48300,1,107100.0,136700.0,29600.0
TX0005341241231004,CUS0005341,SYSN10007131,2024-12-31,423600,1,137800.0,152300.0,14500.0
TX0005342231211000,CUS0005342,SYSN10005354,2023-12-11,24400,0,49700.0,99200.0,49500.0
TX0005342231231001,CUS0005342,SYSN10003667,2023-12-31,167800,0,63775.0,135925.0,72150.0
TX0005343241018000,CUS0005343,SYSN10007652,2024-10-18,266400,0,86950.0,270450.0,183500.0
TX0005343241214001,CUS0005343,SYSN10002135,2024-12-14,200500,0,200450.0,390450.0,190000.0
TX0005343241215002,CUS0005343,SYSN10000091,2024-12-15,182200,0,182200.0,310700.0,128500.0
TX0005343241229003,CUS0005343,SYSN10006327,2024-12-29,237800,0,116350.0,209075.0,92725.0
TX0005343250707004,CUS0005343,SYSN10005634,2025-07-07,88900,0,128375.0,207325.0,78950.0
TX0005344230108000,CUS0005344,SYSN10004732,2023-01-08,105600,0,109400.0,173500.0,64100.0
TX0005344240718002,CUS0005344,SYSN10003106,2024-07-18,307400,0,152550.0,307700.0,155150.0
TX0005344241118003,CUS0005344,SYSN10004832,2024-11-18,269800,0,248200.0,631825.0,383625.0
TX0005344251011004,CUS0005344,SYSN10002527,2025-10-11,754800,1,248300.0,356600.0,108300.0
TX0005344251207005,CUS0005344,SYSN10007819,2025-12-07,237700,0,234750.0,371275.0,136525.0
TX0005345231212000,CUS0005345,SYSN10006383,2023-12-12,192900,0,368600.0,640900.0,272300.0
TX0005345240103001,CUS0005345,SYSN10002899,2024-01-03,348300,0,324625.0,659650.0,335025.0
TX0005345240113002,CUS0005345,SYSN10004432,2024-01-13,525700,0,489375.0,1026450.0,537075.0
TX0005345240204003,CUS0005345,SYSN10007227,2024-02-04,1833100,1,441325.0,936800.0,495475.0
TX0005345240217005,CUS0005345,SYSN10005344,2024-02-17,313200,0,286150.0,534600.0,248450.0
TX0005345240323006,CUS0005345,SYSN10001378,2024-03-23,1459800,0,416600.0,1141400.0,724800.0
TX0005345240410007,CUS0005345,SYSN10007948,2024-04-10,1164000,0,364225.0,805775.0,441550.0
TX0005345240520008,CUS0005345,SYSN10001672,2024-05-20,442000,0,405625.0,876400.0,470775.0
TX0005345240525009,CUS0005345,SYSN10005115,2024-05-25,755200,0,356300.0,719700.0,363400.0
TX0005345240626010,CUS0005345,SYSN10006567,2024-06-26,558600,0,309525.0,559525.0,250000.0
TX0005345240714011,CUS0005345,SYSN10002644,2024-07-14,1733700,0,571700.0,1603300.0,1031600.0
TX0005345240821012,CUS0005345,SYSN10004371,2024-08-21,701000,0,347625.0,697600.0,349975.0
TX0005345241006013,CUS0005345,SYSN10000277,2024-10-06,785800,0,400425.0,806800.0,406375.0
TX0005345241019014,CUS0005345,SYSN10002106,2024-10-19,891600,0,425600.0,1078600.0,653000.0
TX0005345241020015,CUS0005345,SYSN10002951,2024-10-20,827400,0,389925.0,790500.0,400575.0
TX0005345241105016,CUS0005345,SYSN10006973,2024-11-05,475700,0,508150.0,1331350.0,823200.0
TX0005345241106017,CUS0005345,SYSN10006018,2024-11-06,396500,0,430025.0,927550.0,497525.0
TX0005345241111018,CUS0005345,SYSN10000192,2024-11-11,187000,0,345250.0,825600.0,480350.0
TX0005345241212019,CUS0005345,SYSN10006168,2024-12-12,164900,0,366875.0,603350.0,236475.0
TX0005345250110020,CUS0005345,SYSN10007316,2025-01-10,318700,0,300775.0,635175.0,334400.0
TX0005345250131021,CUS0005345,SYSN10007951,2025-01-31,456800,0,642500.0,1369400.0,726900.0
TX0005345250308022,CUS0005345,SYSN10006539,2025-03-08,434700,0,308400.0,650600.0,342200.0
TX0005345250510023,CUS0005345,SYSN10005667,2025-05-10,763400,0,386600.0,708200.0,321600.0
TX0005345251008025,CUS0005345,SYSN10005996,2025-10-08,411900,0,374500.0,1210800.0,836300.0
TX0005345251214026,CUS0005345,SYSN10001155,2025-12-14,1378500,0,438550.0,1139925.0,701375.0
TX0005345251220027,CUS0005345,SYSN10004233,2025-12-20,672300,0,360300.0,1010100.0,649800.0
TX0005346231202000,CUS0005346,SYSN10006912,2023-12-02,169100,0,137300.0,197850.0,60550.0
TX0005346231208001,CUS0005346,SYSN10003154,2023-12-08,516000,0,373125.0,555275.0,182150.0
TX0005346231209002,CUS0005346,SYSN10003665,2023-12-09,104300,0,105275.0,130400.0,25125.0
TX0005347251224000,CUS0005347,SYSN10000574,2025-12-24,1599300,0,510550.0,1284500.0,773950.0
TX0005347251224001,CUS0005347,SYSN10003649,2025-12-24,2252900,0,586025.0,1261600.0,675575.0
TX0005347251225002,CUS0005347,SYSN10001116,2025-12-25,1720900,0,552875.0,1230950.0,678075.0
TX0005347251225003,CUS0005347,SYSN10006965,2025-12-25,575400,0,672800.0,1807700.0,1134900.0
TX0005347251225004,CUS0005347,SYSN10004175,2025-12-25,703500,0,549925.0,1517525.0,967600.0
TX0005347251225005,CUS0005347,SYSN10007815,2025-12-25,423700,0,563400.0,1513025.0,949625.0
TX0005347251225006,CUS0005347,SYSN10003774,2025-12-25,3588900,0,794500.0,2185900.0,1391400.0
TX0005347251228007,CUS0005347,SYSN10003317,2025-12-28,599200,0,662700.0,1984700.0,1322000.0
TX0005347251230008,CUS0005347,SYSN10002455,2025-12-30,2147100,0,664550.0,1773450.0,1108900.0
TX0005348220705000,CUS0005348,SYSN10003222,2022-07-05,81900,0,81900.0,81900.0,0.0
TX0005348221010001,CUS0005348,SYSN10005277,2022-10-10,80200,1,175850.0,183900.0,8050.0
TX0005349240925000,CUS0005349,SYSN10004228,2024-09-25,233600,0,233400.0,461900.0,228500.0
TX0005349241111001,CUS0005349,SYSN10005846,2024-11-11,123000,0,130800.0,218700.0,87900.0
TX0005349241129002,CUS0005349,SYSN10002021,2024-11-29,280600,0,255600.0,328500.0,72900.0
TX0005349241224003,CUS0005349,SYSN10000786,2024-12-24,210700,0,118450.0,218325.0,99875.0
TX0005349241229004,CUS0005349,SYSN10001388,2024-12-29,181900,0,220700.0,472250.0,251550.0
TX0005350230608001,CUS0005350,SYSN10005295,2023-06-08,2249100,0,738500.0,1539600.0,801100.0
TX0005350230630002,CUS0005350,SYSN10007469,2023-06-30,675200,0,628500.0,1722900.0,1094400.0
TX0005350230822003,CUS0005350,SYSN10001580,2023-08-22,844600,0,537775.0,1413850.0,876075.0
TX0005350230911004,CUS0005350,SYSN10007288,2023-09-11,583400,0,583050.0,1813125.0,1230075.0
TX0005350231230005,CUS0005350,SYSN10003415,2023-12-30,428200,0,549100.0,1163400.0,614300.0
TX0005351240930001,CUS0005351,SYSN10007849,2024-09-30,868500,0,343825.0,671050.0,327225.0
TX0005351241001002,CUS0005351,SYSN10006637,2024-10-01,1039000,0,300925.0,624675.0,323750.0
TX0005351241010003,CUS0005351,SYSN10004979,2024-10-10,695000,0,666950.0,1408300.0,741350.0
TX0005351241017004,CUS0005351,SYSN10000305,2024-10-17,636600,0,287200.0,613100.0,325900.0
TX0005351241021005,CUS0005351,SYSN10003184,2024-10-21,1819800,0,900500.0,2192100.0,1291600.0
TX0005351241028006,CUS0005351,SYSN10004017,2024-10-28,362900,0,343525.0,764550.0,421025.0
TX0005351241111007,CUS0005351,SYSN10002230,2024-11-11,468400,0,306250.0,598025.0,291775.0
TX0005351241111008,CUS0005351,SYSN10006931,2024-11-11,378900,0,364400.0,736800.0,372400.0
TX0005351241202009,CUS0005351,SYSN10003977,2024-12-02,1283500,0,339275.0,732450.0,393175.0
TX0005352241212000,CUS0005352,SYSN10004408,2024-12-12,166200,0,137700.0,165950.0,28250.0
TX0005352241212001,CUS0005352,SYSN10006895,2024-12-12,50100,0,115950.0,199425.0,83475.0
TX0005352241230002,CUS0005352,SYSN10006783,2024-12-30,153700,0,152800.0,307525.0,154725.0
TX0005353250630000,CUS0005353,SYSN10004695,2025-06-30,96900,0,68650.0,86900.0,18250.0
TX0005353250806001,CUS0005353,SYSN10007300,2025-08-06,200000,0,84500.0,150500.0,66000.0
TX0005353251011002,CUS0005353,SYSN10000538,2025-10-11,291400,0,137800.0,243650.0,105850.0
TX0005354241010001,CUS0005354,SYSN10006118,2024-10-10,513400,0,263100.0,620200.0,357100.0
TX0005354241010002,CUS0005354,SYSN10004147,2024-10-10,374600,0,271475.0,574150.0,302675.0
TX0005354241029003,CUS0005354,SYSN10004565,2024-10-29,315000,0,295700.0,657400.0,361700.0
TX0005354241109004,CUS0005354,SYSN10005877,2024-11-09,1066100,0,538300.0,1138550.0,600250.0
TX0005354241116005,CUS0005354,SYSN10003348,2024-11-16,373100,0,354600.0,743900.0,389300.0
TX0005354241203006,CUS0005354,SYSN10001578,2024-12-03,831600,0,390600.0,770800.0,380200.0
TX0005354241203007,CUS0005354,SYSN10007889,2024-12-03,643200,0,298375.0,604100.0,305725.0
TX0005354241205008,CUS0005354,SYSN10006159,2024-12-05,297800,0,283525.0,410200.0,126675.0
TX0005354241206009,CUS0005354,SYSN10006438,2024-12-06,918500,0,428325.0,929975.0,501650.0
TX0005355250319000,CUS0005355,SYSN10000814,2025-03-19,107100,0,98600.0,158400.0,59800.0
TX0005355250410001,CUS0005355,SYSN10004294,2025-04-10,360500,0,338600.0,706600.0,368000.0
TX0005355250427002,CUS0005355,SYSN10003327,2025-04-27,246700,0,239075.0,455275.0,216200.0
TX0005355250819003,CUS0005355,SYSN10004723,2025-08-19,145600,0,157600.0,318150.0,160550.0
TX0005355250831004,CUS0005355,SYSN10001419,2025-08-31,674000,0,316000.0,662050.0,346050.0
TX0005355251112005,CUS0005355,SYSN10005015,2025-11-12,290700,0,143125.0,260500.0,117375.0
TX0005356231203000,CUS0005356,SYSN10005415,2023-12-03,1538400,0,490100.0,1407600.0,917500.0
TX0005356231204001,CUS0005356,SYSN10000994,2023-12-04,527700,0,503900.0,1100600.0,596700.0
TX0005356231204002,CUS0005356,SYSN10005011,2023-12-04,3011200,0,694975.0,1780600.0,1085625.0
TX0005356231211003,CUS0005356,SYSN10004304,2023-12-11,643600,0,729100.0,1848750.0,1119650.0
TX0005356231217004,CUS0005356,SYSN10001579,2023-12-17,1837100,0,623450.0,1738300.0,1114850.0
TX0005356240201006,CUS0005356,SYSN10006467,2024-02-01,973200,0,485900.0,1218700.0,732800.0
TX0005356240226008,CUS0005356,SYSN10002663,2024-02-26,567200,0,619550.0,1296750.0,677200.0
TX0005356240302009,CUS0005356,SYSN10001180,2024-03-02,534100,0,505800.0,1091200.0,585400.0
TX0005356240405010,CUS0005356,SYSN10005415,2024-04-05,1242100,0,490100.0,1407600.0,917500.0
TX0005356240414011,CUS0005356,SYSN10000812,2024-04-14,1444800,0,709875.0,1523700.0,813825.0
TX0005356240430012,CUS0005356,SYSN10005011,2024-04-30,914900,0,694975.0,1780600.0,1085625.0
TX0005356240509013,CUS0005356,SYSN10000970,2024-05-09,2033200,0,622850.0,1745400.0,1122550.0
TX0005356240602015,CUS0005356,SYSN10000904,2024-06-02,1944400,0,903900.0,2415425.0,1511525.0
TX0005356240701018,CUS0005356,SYSN10001287,2024-07-01,644300,0,621725.0,1344050.0,722325.0
TX0005356240710019,CUS0005356,SYSN10004038,2024-07-10,650900,0,671350.0,1479900.0,808550.0
TX0005356240722020,CUS0005356,SYSN10001580,2024-07-22,463700,0,537775.0,1413850.0,876075.0
TX0005356240903021,CUS0005356,SYSN10002751,2024-09-03,1313100,0,662900.0,1380200.0,717300.0
TX0005356240929022,CUS0005356,SYSN10002020,2024-09-29,1768000,0,619050.0,1549350.0,930300.0
TX0005356241001023,CUS0005356,SYSN10002020,2024-10-01,591200,0,619050.0,1549350.0,930300.0
TX0005356241015024,CUS0005356,SYSN10001751,2024-10-15,1421400,0,814800.0,1689000.0,874200.0
TX0005356241112025,CUS0005356,SYSN10005174,2024-11-12,662000,0,634800.0,1299550.0,664750.0
TX0005356241211026,CUS0005356,SYSN10002020,2024-12-11,1244200,0,619050.0,1549350.0,930300.0
TX0005356241225027,CUS0005356,SYSN10003470,2024-12-25,1345000,0,1113800.0,3298900.0,2185100.0
TX0005356250104028,CUS0005356,SYSN10002702,2025-01-04,1632000,0,772650.0,2032000.0,1259350.0
TX0005356250107029,CUS0005356,SYSN10006885,2025-01-07,3129000,0,1036525.0,2905125.0,1868600.0
TX0005356250223031,CUS0005356,SYSN10003053,2025-02-23,2522100,0,630400.0,1863825.0,1233425.0
TX0005356250423034,CUS0005356,SYSN10006885,2025-04-23,1068200,0,1036525.0,2905125.0,1868600.0
TX0005356250511035,CUS0005356,SYSN10007586,2025-05-11,870200,0,524250.0,1483350.0,959100.0
TX0005356250516036,CUS0005356,SYSN10004769,2025-05-16,1332800,0,660700.0,1357200.0,696500.0
TX0005356250523037,CUS0005356,SYSN10007070,2025-05-23,1035000,0,976375.0,2317875.0,1341500.0
TX0005356250524038,CUS0005356,SYSN10000496,2025-05-24,1219600,0,591700.0,1603700.0,1012000.0
TX0005356250530039,CUS0005356,SYSN10005415,2025-05-30,1006000,0,490100.0,1407600.0,917500.0
TX0005356250605040,CUS0005356,SYSN10002846,2025-06-05,1885800,0,959600.0,2101750.0,1142150.0
TX0005356250611041,CUS0005356,SYSN10000797,2025-06-11,1559300,0,831750.0,1979250.0,1147500.0
TX0005356250615042,CUS0005356,SYSN10003129,2025-06-15,535900,0,504675.0,1463950.0,959275.0
TX0005356250623043,CUS0005356,SYSN10004769,2025-06-23,1357000,0,660700.0,1357200.0,696500.0
TX0005356250629044,CUS0005356,SYSN10002069,2025-06-29,446500,0,647350.0,1767300.0,1119950.0
