ma_khach_hang,ngay_mua_gan_nhat,tan_suat_mua,tong_chi_tieu,gia_tri_don_hang_tb,ngay_mua_dau_tien,tong_so_luong_mua,so_danh_muc_da_mua,danh_muc_yeu_thich,so_ngay_tu_lan_mua_cuoi,tuoi_tho_khach_hang,diem_R,diem_F,diem_M,diem_RFM_ma_hoa,diem_RFM_tong,phan_khuc_rfm,ngay_snapshot
CUS0013652,2023-11-19,2,271000,135500,2023-07-15,3,2,Toner,772,127,2,2,1,221,5,Hibernating,2025-12-31
CUS0013653,2025-12-05,4,822000,205500,2024-10-24,5,3,Moisturizer,25,407,5,3,3,533,11,Loyal Customers,2025-12-31
CUS0013654,2024-10-11,5,1927000,385400,2023-12-07,9,3,Serum,445,309,3,4,4,344,11,Loyal Customers,2025-12-31
CUS0013655,2022-10-23,5,1442000,288400,2022-03-05,10,4,Serum,1164,232,1,4,4,144,9,Cant Lose Them,2025-12-31
CUS0013656,2024-07-18,2,472000,236000,2024-04-07,3,1,Moisturizer,530,102,3,2,2,322,7,Potential Loyalists,2025-12-31
CUS0013657,2023-08-14,3,623000,207667,2023-06-28,5,2,Serum,869,47,2,3,2,232,7,At Risk,2025-12-31
CUS0013658,2025-12-05,2,624000,312000,2025-11-12,5,2,Moisturizer,25,23,5,2,2,522,9,Recent Customers,2025-12-31
CUS0013659,2025-04-25,1,112000,112000,2025-04-25,1,1,Sunscreen,250,0,4,1,1,411,6,Recent Customers,2025-12-31
CUS0013660,2023-07-03,5,1303000,260600,2022-04-27,8,3,Cleanser,911,432,2,4,4,244,10,Cant Lose Them,2025-12-31
CUS0013661,2023-06-29,3,1143000,381000,2023-02-19,5,2,Serum,915,130,2,3,3,233,8,At Risk,2025-12-31
CUS0013662,2023-06-12,4,1346000,336500,2023-02-19,5,2,Sunscreen,932,113,2,3,4,234,9,At Risk,2025-12-31
CUS0013663,2024-04-18,4,764000,191000,2023-09-12,6,2,Toner,621,219,3,3,3,333,9,Loyal Customers,2025-12-31
CUS0013664,2023-09-26,2,516000,258000,2023-09-20,2,2,Serum,826,6,2,2,2,222,6,Hibernating,2025-12-31
CUS0013665,2025-11-02,1,174000,174000,2025-11-02,2,1,Cleanser,59,0,5,1,1,511,7,Recent Customers,2025-12-31
CUS0013666,2022-10-19,5,8367000,1673400,2022-03-23,10,3,Toner,1168,210,1,4,5,145,10,Cant Lose Them,2025-12-31
CUS0013667,2025-10-30,8,1969000,246125,2025-01-01,13,5,Sunscreen,61,302,5,4,4,544,13,Champions,2025-12-31
CUS0013668,2023-01-07,2,382000,191000,2022-12-20,3,2,Sunscreen,1088,18,1,2,2,122,5,Lost,2025-12-31
CUS0013669,2024-07-01,4,572000,143000,2023-12-21,5,4,Cleanser,547,193,3,3,2,332,8,Potential Loyalists,2025-12-31
CUS0013670,2025-10-05,25,8505000,340200,2024-04-10,37,5,Sunscreen,86,543,5,5,5,555,15,Champions,2025-12-31
CUS0013671,2023-01-29,2,526000,263000,2022-11-17,3,2,Toner,1066,73,1,2,2,122,5,Lost,2025-12-31
CUS0013672,2023-05-20,2,560000,280000,2023-03-14,4,2,Serum,955,67,2,2,2,222,6,Hibernating,2025-12-31
CUS0013673,2025-12-30,2,1116000,558000,2025-12-20,4,2,Toner,0,10,5,2,3,523,10,Recent Customers,2025-12-31
CUS0013674,2024-10-12,11,3994000,363091,2022-11-24,23,4,Cleanser,444,688,3,5,5,355,13,Loyal Customers,2025-12-31
CUS0013675,2024-09-24,1,39000,39000,2024-09-24,1,1,Cleanser,463,0,3,1,1,311,5,Need Attention,2025-12-31
CUS0013676,2023-03-13,5,2980000,596000,2022-06-05,10,3,Cleanser,1023,281,2,4,5,245,11,Cant Lose Them,2025-12-31
CUS0013677,2022-07-05,2,858000,429000,2022-05-25,4,2,Serum,1274,41,1,2,3,123,6,Lost,2025-12-31
CUS0013678,2022-12-23,1,217000,217000,2022-12-23,3,1,Sunscreen,1104,0,1,1,1,111,3,Lost,2025-12-31
CUS0013679,2023-11-01,8,3724000,465500,2022-09-12,18,4,Serum,790,415,2,4,5,245,11,Cant Lose Them,2025-12-31
CUS0013680,2024-08-21,2,1279000,639500,2024-04-26,6,2,Sunscreen,496,117,3,2,4,324,9,Potential Loyalists,2025-12-31
CUS0013681,2024-05-08,4,736000,184000,2023-07-24,5,2,Serum,601,289,3,3,3,333,9,Loyal Customers,2025-12-31
CUS0013682,2025-11-20,10,2818000,281800,2024-07-02,20,4,Serum,40,506,5,5,5,555,15,Champions,2025-12-31
CUS0013683,2024-07-11,11,2884000,262182,2022-08-23,17,4,Serum,537,688,3,5,5,355,13,Loyal Customers,2025-12-31
CUS0013684,2022-08-02,1,146000,146000,2022-08-02,2,1,Sunscreen,1247,0,1,1,1,111,3,Lost,2025-12-31
CUS0013685,2023-09-18,5,1329000,265800,2022-12-19,7,3,Serum,834,273,2,4,4,244,10,Cant Lose Them,2025-12-31
CUS0013686,2025-03-07,1,266000,266000,2025-03-07,2,1,Toner,299,0,4,1,1,411,6,Recent Customers,2025-12-31
CUS0013687,2023-01-15,1,480000,480000,2023-01-15,1,1,Moisturizer,1081,0,1,1,2,112,4,Lost,2025-12-31
CUS0013688,2025-11-15,2,384000,192000,2025-06-17,2,2,Sunscreen,45,151,5,2,2,522,9,Recent Customers,2025-12-31
CUS0013689,2022-07-06,1,141000,141000,2022-07-06,1,1,Serum,1274,0,1,1,1,111,3,Lost,2025-12-31
CUS0013690,2024-01-09,7,1909000,272714,2022-08-24,11,3,Sunscreen,721,503,2,4,4,244,10,Cant Lose Them,2025-12-31
CUS0013691,2024-05-21,7,1397000,199571,2023-05-05,10,5,Sunscreen,588,382,3,4,4,344,11,Loyal Customers,2025-12-31
CUS0013692,2025-05-03,2,356000,178000,2025-02-21,2,2,Toner,241,71,4,2,2,422,8,Recent Customers,2025-12-31
CUS0013693,2023-02-15,2,581000,290500,2022-11-26,3,2,Moisturizer,1049,81,1,2,2,122,5,Lost,2025-12-31
CUS0013694,2025-04-21,4,3861000,965250,2024-11-16,7,2,Cleanser,253,156,4,3,5,435,12,Loyal Customers,2025-12-31
CUS0013695,2023-08-27,2,994000,497000,2023-07-05,5,2,Sunscreen,856,53,2,2,3,223,7,Hibernating,2025-12-31
CUS0013696,2025-12-26,4,904000,226000,2025-12-04,7,3,Serum,4,22,5,3,3,533,11,Loyal Customers,2025-12-31
CUS0013697,2023-03-20,2,285000,142500,2022-12-20,2,2,Cleanser,1016,90,2,2,1,221,5,Hibernating,2025-12-31
CUS0013698,2023-10-02,4,852000,213000,2022-12-13,5,3,Moisturizer,820,293,2,3,3,233,8,At Risk,2025-12-31
CUS0013699,2025-11-17,11,3167000,287909,2023-07-16,14,3,Serum,43,855,5,5,5,555,15,Champions,2025-12-31
CUS0013700,2025-11-25,11,2611000,237364,2024-05-25,15,5,Moisturizer,35,549,5,5,5,555,15,Champions,2025-12-31
CUS0013701,2025-06-10,12,3508000,292333,2023-11-28,22,4,Serum,203,560,4,5,5,455,14,Champions,2025-12-31
CUS0013702,2024-01-16,8,2606000,325750,2022-05-25,12,3,Serum,714,601,3,4,5,345,12,Loyal Customers,2025-12-31
CUS0013703,2025-12-18,24,6394000,266417,2024-10-19,36,5,Serum,12,425,5,5,5,555,15,Champions,2025-12-31
CUS0013704,2023-10-15,4,1255000,313750,2023-04-06,7,3,Serum,807,192,2,3,4,234,9,At Risk,2025-12-31
CUS0013705,2022-01-08,1,270000,270000,2022-01-08,1,1,Sunscreen,1453,0,1,1,1,111,3,Lost,2025-12-31
CUS0013706,2024-06-26,2,521000,260500,2024-04-03,3,2,Sunscreen,552,84,3,2,2,322,7,Potential Loyalists,2025-12-31
CUS0013707,2023-07-02,9,2805000,311667,2022-08-04,14,4,Sunscreen,912,332,2,5,5,255,12,Cant Lose Them,2025-12-31
CUS0013708,2024-03-04,4,960000,240000,2023-08-02,6,2,Cleanser,666,215,3,3,3,333,9,Loyal Customers,2025-12-31
CUS0013709,2023-03-15,2,1924000,962000,2023-02-11,5,2,Sunscreen,1021,32,2,2,4,224,8,Hibernating,2025-12-31
CUS0013710,2025-05-02,1,1422000,1422000,2025-05-02,3,1,Serum,243,0,4,1,4,414,9,Recent Customers,2025-12-31
CUS0013711,2024-07-08,1,586000,586000,2024-07-08,3,1,Moisturizer,541,0,3,1,2,312,6,Need Attention,2025-12-31
CUS0013712,2025-12-21,2,697000,348500,2025-11-21,3,1,Toner,9,30,5,2,3,523,10,Recent Customers,2025-12-31
CUS0013713,2022-08-14,2,439000,219500,2022-07-21,2,2,Cleanser,1234,24,1,2,2,122,5,Lost,2025-12-31
CUS0013714,2022-06-18,2,1002000,501000,2022-05-17,4,2,Serum,1291,32,1,2,3,123,6,Lost,2025-12-31
CUS0013715,2022-05-02,2,5521000,2760500,2022-04-05,6,2,Toner,1338,27,1,2,5,125,8,Lost,2025-12-31
CUS0013716,2024-03-11,10,4119000,411900,2022-11-09,17,5,Serum,659,488,3,5,5,355,13,Loyal Customers,2025-12-31
CUS0013717,2022-12-12,2,1611000,805500,2022-08-04,5,2,Sunscreen,1114,130,1,2,4,124,7,Lost,2025-12-31
CUS0013718,2025-01-22,3,411000,137000,2024-09-20,4,3,Cleanser,342,124,4,3,2,432,9,Potential Loyalists,2025-12-31
CUS0013719,2023-12-23,2,531000,265500,2023-12-01,3,2,Serum,738,22,2,2,2,222,6,Hibernating,2025-12-31
CUS0013720,2023-12-21,2,395000,197500,2023-11-18,3,2,Moisturizer,740,33,2,2,2,222,6,Hibernating,2025-12-31
CUS0013721,2025-03-14,4,675000,168750,2024-07-26,8,4,Cleanser,291,231,4,3,3,433,10,Loyal Customers,2025-12-31
CUS0013722,2025-11-06,2,337000,168500,2025-08-19,3,2,Cleanser,54,79,5,2,2,522,9,Recent Customers,2025-12-31
CUS0013723,2023-05-02,1,546000,546000,2023-05-02,3,1,Moisturizer,974,0,2,1,2,212,5,Hibernating,2025-12-31
CUS0013724,2023-03-06,3,619000,206333,2023-02-16,4,2,Serum,1030,18,1,3,2,132,6,At Risk,2025-12-31
CUS0013725,2023-02-02,2,451000,225500,2022-09-14,2,2,Cleanser,1062,141,1,2,2,122,5,Lost,2025-12-31
CUS0013726,2022-08-06,1,77000,77000,2022-08-06,1,1,Cleanser,1243,0,1,1,1,111,3,Lost,2025-12-31
CUS0013727,2025-12-09,2,532000,266000,2025-08-01,5,2,Toner,21,130,5,2,2,522,9,Recent Customers,2025-12-31
CUS0013728,2024-04-24,6,2486000,414333,2024-03-03,12,4,Moisturizer,615,52,3,4,4,344,11,Loyal Customers,2025-12-31
CUS0013729,2025-12-23,12,2633000,219417,2025-07-26,18,5,Serum,7,150,5,5,5,555,15,Champions,2025-12-31
CUS0013730,2022-08-27,1,230000,230000,2022-08-27,1,1,Sunscreen,1222,0,1,1,1,111,3,Lost,2025-12-31
CUS0013731,2024-04-07,1,189000,189000,2024-04-07,2,1,Cleanser,633,0,3,1,1,311,5,Need Attention,2025-12-31
CUS0013732,2025-01-05,25,8050000,322000,2022-01-08,44,5,Serum,359,1093,4,5,5,455,14,Champions,2025-12-31
CUS0013733,2025-12-29,8,2759000,344875,2025-12-02,13,4,Sunscreen,1,27,5,4,5,545,14,Champions,2025-12-31
CUS0013734,2025-12-30,14,6622000,473000,2024-10-11,29,4,Toner,0,445,5,5,5,555,15,Champions,2025-12-31
CUS0013735,2024-04-27,1,108000,108000,2024-04-27,1,1,Toner,613,0,3,1,1,311,5,Need Attention,2025-12-31
CUS0013736,2023-08-15,5,1199000,239800,2022-10-28,6,4,Sunscreen,868,291,2,4,4,244,10,Cant Lose Them,2025-12-31
CUS0013737,2024-08-01,1,1583000,1583000,2024-08-01,2,1,Moisturizer,517,0,3,1,4,314,8,Need Attention,2025-12-31
CUS0013738,2025-10-02,12,9585000,798750,2022-10-26,21,4,Serum,89,1072,5,5,5,555,15,Champions,2025-12-31
CUS0013739,2024-10-17,2,333000,166500,2024-10-03,2,2,Cleanser,439,14,3,2,2,322,7,Potential Loyalists,2025-12-31
CUS0013740,2023-09-02,4,2810000,702500,2022-09-22,14,3,Toner,850,345,2,3,5,235,10,At Risk,2025-12-31
CUS0013741,2025-03-04,2,227000,113500,2025-01-08,2,2,Sunscreen,301,55,4,2,1,421,7,Recent Customers,2025-12-31
CUS0013742,2022-04-18,2,361000,180500,2022-02-14,4,2,Moisturizer,1352,63,1,2,2,122,5,Lost,2025-12-31
CUS0013743,2023-06-22,3,306000,102000,2023-06-01,3,2,Toner,922,21,2,3,1,231,6,At Risk,2025-12-31
CUS0013744,2025-09-11,24,6581000,274208,2024-07-17,34,5,Serum,110,421,5,5,5,555,15,Champions,2025-12-31
CUS0013745,2022-07-28,2,626000,313000,2022-06-22,6,2,Moisturizer,1251,36,1,2,2,122,5,Lost,2025-12-31
CUS0013746,2025-01-10,2,708000,354000,2024-11-06,2,2,Serum,354,65,4,2,3,423,9,Recent Customers,2025-12-31
CUS0013747,2024-10-21,5,1917000,383400,2024-06-18,9,4,Moisturizer,435,125,3,4,4,344,11,Loyal Customers,2025-12-31
CUS0013748,2025-11-10,2,502000,251000,2025-08-10,2,2,Serum,50,92,5,2,2,522,9,Recent Customers,2025-12-31
CUS0013749,2023-10-08,1,696000,696000,2023-10-08,2,1,Cleanser,815,0,2,1,3,213,6,Hibernating,2025-12-31
CUS0013750,2023-07-20,1,536000,536000,2023-07-20,2,1,Sunscreen,895,0,2,1,2,212,5,Hibernating,2025-12-31
CUS0013751,2025-02-11,1,392000,392000,2025-02-11,2,1,Sunscreen,323,0,4,1,2,412,7,Recent Customers,2025-12-31
CUS0013752,2025-12-08,11,6467000,587909,2024-12-16,26,5,Cleanser,22,357,5,5,5,555,15,Champions,2025-12-31
CUS0013753,2025-10-30,5,1176000,235200,2024-11-24,9,3,Sunscreen,61,340,5,4,3,543,12,Loyal Customers,2025-12-31
CUS0013754,2025-03-06,12,2235000,186250,2022-04-28,22,4,Cleanser,299,1043,4,5,4,454,13,Champions,2025-12-31
CUS0013755,2025-11-28,15,2956000,197067,2022-07-27,18,5,Serum,32,1220,5,5,5,555,15,Champions,2025-12-31
CUS0013756,2023-06-23,2,4755000,2377500,2023-05-19,3,2,Sunscreen,921,35,2,2,5,225,9,Hibernating,2025-12-31
CUS0013757,2025-12-06,1,119000,119000,2025-12-06,1,1,Sunscreen,25,0,5,1,1,511,7,Recent Customers,2025-12-31
CUS0013758,2024-02-15,3,1198000,399333,2023-08-18,8,3,Serum,684,181,3,3,4,334,10,Loyal Customers,2025-12-31
CUS0013759,2022-08-21,2,701000,350500,2022-06-08,4,2,Toner,1227,74,1,2,3,123,6,Lost,2025-12-31
CUS0013760,2022-10-16,1,252000,252000,2022-10-16,1,1,Cleanser,1172,0,1,1,1,111,3,Lost,2025-12-31
CUS0013761,2022-11-18,2,180000,90000,2022-09-03,2,1,Cleanser,1138,76,1,2,1,121,4,Lost,2025-12-31
CUS0013762,2023-10-18,2,326000,163000,2023-07-17,4,2,Sunscreen,804,93,2,2,1,221,5,Hibernating,2025-12-31
CUS0013763,2024-12-04,2,188000,94000,2024-07-27,2,2,Serum,391,130,4,2,1,421,7,Recent Customers,2025-12-31
CUS0013764,2023-12-18,5,1758000,351600,2022-10-15,6,4,Serum,743,429,2,4,4,244,10,Cant Lose Them,2025-12-31
CUS0013765,2025-09-27,12,3283000,273583,2024-11-14,21,5,Serum,94,317,5,5,5,555,15,Champions,2025-12-31
CUS0013766,2022-10-05,2,631000,315500,2022-08-27,2,1,Serum,1182,39,1,2,2,122,5,Lost,2025-12-31
CUS0013767,2023-09-10,1,316000,316000,2023-09-10,4,1,Serum,843,0,2,1,1,211,4,Hibernating,2025-12-31
CUS0013768,2025-04-05,2,232000,116000,2025-04-01,2,2,Serum,269,4,4,2,1,421,7,Recent Customers,2025-12-31
CUS0013769,2024-01-17,1,314000,314000,2024-01-17,2,1,Cleanser,714,0,3,1,1,311,5,Need Attention,2025-12-31
CUS0013770,2023-03-21,4,1416000,354000,2022-05-08,6,3,Toner,1015,317,2,3,4,234,9,At Risk,2025-12-31
CUS0013771,2025-11-17,1,477000,477000,2025-11-17,3,1,Cleanser,44,0,5,1,2,512,8,Recent Customers,2025-12-31
CUS0013772,2024-04-13,4,1426000,356500,2023-08-25,12,2,Serum,626,232,3,4,4,344,11,Loyal Customers,2025-12-31
CUS0013773,2023-10-28,3,2580000,860000,2023-08-28,5,3,Moisturizer,794,61,2,3,5,235,10,At Risk,2025-12-31
CUS0013774,2022-05-26,2,988000,494000,2022-04-11,5,2,Cleanser,1314,45,1,2,3,123,6,Lost,2025-12-31
CUS0013776,2025-12-26,20,12751000,637550,2022-11-04,38,5,Toner,4,1148,5,5,5,555,15,Champions,2025-12-31
CUS0013777,2023-03-18,2,246000,123000,2023-03-04,2,2,Sunscreen,1018,14,2,2,1,221,5,Hibernating,2025-12-31
CUS0013778,2024-09-15,2,308000,154000,2024-08-23,2,2,Cleanser,471,23,3,2,1,321,6,Potential Loyalists,2025-12-31
CUS0013779,2025-02-13,56,18293000,326661,2022-04-13,85,5,Serum,320,1037,4,5,5,455,14,Champions,2025-12-31
CUS0013780,2023-12-04,3,808000,269333,2023-10-08,5,2,Toner,757,57,2,3,3,233,8,At Risk,2025-12-31
CUS0013781,2024-02-11,2,487000,243500,2023-11-06,2,2,Moisturizer,688,97,3,2,2,322,7,Potential Loyalists,2025-12-31
CUS0013782,2025-01-26,2,231000,115500,2024-12-09,2,2,Moisturizer,338,48,4,2,1,421,7,Recent Customers,2025-12-31
CUS0013783,2025-01-05,4,890000,222500,2024-03-01,6,3,Moisturizer,359,310,4,4,3,443,11,Loyal Customers,2025-12-31
CUS0013784,2024-02-08,2,486000,243000,2023-12-06,4,2,Toner,691,64,3,2,2,322,7,Potential Loyalists,2025-12-31
CUS0013785,2025-12-28,24,8823000,367625,2022-09-15,43,5,Serum,2,1200,5,5,5,555,15,Champions,2025-12-31
CUS0013786,2022-07-08,2,616000,308000,2022-06-25,3,2,Serum,1271,13,1,2,2,122,5,Lost,2025-12-31
CUS0013787,2023-08-20,2,289000,144500,2023-06-27,3,1,Cleanser,863,54,2,2,1,221,5,Hibernating,2025-12-31
CUS0013788,2023-11-10,3,430000,143333,2023-06-19,4,3,Toner,781,144,2,3,2,232,7,At Risk,2025-12-31
CUS0013789,2022-10-21,1,284000,284000,2022-10-21,2,1,Serum,1167,0,1,1,1,111,3,Lost,2025-12-31
CUS0013790,2025-11-25,4,622000,155500,2025-09-13,5,2,Cleanser,35,73,5,4,2,542,11,Potential Loyalists,2025-12-31
CUS0013791,2025-10-22,5,1542000,308400,2024-11-01,9,2,Serum,69,355,5,4,4,544,13,Champions,2025-12-31
CUS0013792,2024-06-17,12,2200000,183333,2022-09-04,16,4,Moisturizer,561,652,3,5,4,354,12,Loyal Customers,2025-12-31
CUS0013793,2023-02-03,1,5829000,5829000,2023-02-03,3,1,Serum,1062,0,1,1,5,115,7,Lost,2025-12-31
CUS0013794,2023-01-27,11,2954000,268545,2022-01-05,18,5,Cleanser,1068,387,1,5,5,155,11,Cant Lose Them,2025-12-31
CUS0013795,2022-06-01,1,87000,87000,2022-06-01,1,1,Toner,1309,0,1,1,1,111,3,Lost,2025-12-31
CUS0013796,2025-12-01,2,219000,109500,2025-11-21,3,2,Sunscreen,29,10,5,2,1,521,8,Recent Customers,2025-12-31
CUS0013797,2025-02-27,7,4221000,603000,2024-01-10,18,5,Cleanser,306,414,4,4,5,445,13,Champions,2025-12-31
CUS0013798,2023-08-17,2,546000,273000,2023-06-08,2,2,Sunscreen,866,70,2,2,2,222,6,Hibernating,2025-12-31
CUS0013799,2023-06-27,4,2643000,660750,2022-11-03,9,2,Serum,917,236,2,4,5,245,11,Cant Lose Them,2025-12-31
CUS0013800,2022-04-11,1,205000,205000,2022-04-11,1,1,Cleanser,1360,0,1,1,1,111,3,Lost,2025-12-31
CUS0013801,2022-07-06,1,89000,89000,2022-07-06,1,1,Moisturizer,1274,0,1,1,1,111,3,Lost,2025-12-31
CUS0013802,2023-10-06,1,546000,546000,2023-10-06,2,1,Moisturizer,817,0,2,1,2,212,5,Hibernating,2025-12-31
CUS0013803,2024-06-20,4,1443000,360750,2024-03-27,5,3,Serum,558,85,3,4,4,344,11,Loyal Customers,2025-12-31
CUS0013804,2022-12-11,3,717000,239000,2022-11-23,4,3,Moisturizer,1115,18,1,3,3,133,7,At Risk,2025-12-31
CUS0013805,2022-02-15,1,123000,123000,2022-02-15,1,1,Sunscreen,1415,0,1,1,1,111,3,Lost,2025-12-31
CUS0013806,2025-08-05,13,3970000,305385,2022-10-28,23,4,Toner,147,1012,4,5,5,455,14,Champions,2025-12-31
CUS0013807,2024-02-03,1,284000,284000,2024-02-03,1,1,Moisturizer,697,0,3,1,1,311,5,Need Attention,2025-12-31
CUS0013808,2024-09-11,2,769000,384500,2024-07-07,3,2,Sunscreen,475,66,3,2,3,323,8,Potential Loyalists,2025-12-31
CUS0013809,2025-12-28,26,5078000,195308,2023-10-10,36,5,Cleanser,2,810,5,5,5,555,15,Champions,2025-12-31
CUS0013810,2023-06-22,1,769000,769000,2023-06-22,2,1,Serum,923,0,2,1,3,213,6,Hibernating,2025-12-31
CUS0013811,2024-02-05,2,284000,142000,2023-12-28,3,2,Toner,694,39,3,2,1,321,6,Potential Loyalists,2025-12-31
CUS0013812,2025-11-03,1,211000,211000,2025-11-03,1,1,Cleanser,58,0,5,1,1,511,7,Recent Customers,2025-12-31
CUS0013813,2025-01-09,1,170000,170000,2025-01-09,1,1,Serum,356,0,4,1,1,411,6,Recent Customers,2025-12-31
CUS0013814,2023-12-16,1,69000,69000,2023-12-16,1,1,Sunscreen,746,0,2,1,1,211,4,Hibernating,2025-12-31
CUS0013815,2023-01-28,2,516000,258000,2022-09-03,2,1,Serum,1067,147,1,2,2,122,5,Lost,2025-12-31
CUS0013816,2025-08-25,1,143000,143000,2025-08-25,3,1,Cleanser,128,0,4,1,1,411,6,Recent Customers,2025-12-31
CUS0013817,2023-12-16,4,8140000,2035000,2023-03-19,9,3,Moisturizer,745,272,2,4,5,245,11,Cant Lose Them,2025-12-31
CUS0013818,2022-08-23,2,845000,422500,2022-07-11,4,2,Serum,1225,43,1,2,3,123,6,Lost,2025-12-31
CUS0013819,2024-01-05,10,3681000,368100,2022-01-21,19,5,Sunscreen,725,714,2,5,5,255,12,Cant Lose Them,2025-12-31
CUS0013820,2022-11-08,2,552000,276000,2022-10-15,4,2,Moisturizer,1148,24,1,2,2,122,5,Lost,2025-12-31
CUS0013821,2025-04-28,5,731000,146200,2024-02-06,7,3,Serum,246,447,4,4,3,443,11,Loyal Customers,2025-12-31
CUS0013822,2025-05-10,4,1448000,362000,2024-05-13,7,3,Toner,234,362,4,4,4,444,12,Champions,2025-12-31
CUS0013823,2025-06-03,4,685000,171250,2024-10-13,5,3,Serum,210,233,4,4,3,443,11,Loyal Customers,2025-12-31
CUS0013824,2025-09-05,10,2147000,214700,2024-05-07,16,3,Serum,116,486,4,5,4,454,13,Champions,2025-12-31
CUS0013825,2022-12-03,2,284000,142000,2022-11-27,2,2,Cleanser,1123,6,1,2,1,121,4,Lost,2025-12-31
CUS0013826,2025-07-29,2,384000,192000,2025-01-26,3,2,Serum,154,184,4,2,2,422,8,Recent Customers,2025-12-31
CUS0013827,2024-04-10,3,1394000,464667,2023-11-25,8,3,Cleanser,629,137,3,3,4,334,10,Loyal Customers,2025-12-31
CUS0013828,2025-12-04,4,1438000,359500,2025-05-08,7,3,Serum,26,210,5,4,4,544,13,Champions,2025-12-31
CUS0013829,2024-06-10,1,188000,188000,2024-06-10,1,1,Moisturizer,569,0,3,1,1,311,5,Need Attention,2025-12-31
CUS0013830,2024-10-31,9,4778000,530889,2023-05-12,20,2,Sunscreen,425,538,4,5,5,455,14,Champions,2025-12-31
CUS0013831,2023-06-19,1,114000,114000,2023-06-19,1,1,Serum,926,0,2,1,1,211,4,Hibernating,2025-12-31
CUS0013832,2024-12-24,2,368000,184000,2024-05-05,4,2,Sunscreen,371,233,4,2,2,422,8,Recent Customers,2025-12-31
CUS0013833,2025-12-21,24,8240000,343333,2025-09-23,33,5,Serum,9,89,5,5,5,555,15,Champions,2025-12-31
CUS0013834,2022-07-01,2,376000,188000,2022-06-27,5,2,Cleanser,1278,4,1,2,2,122,5,Lost,2025-12-31
CUS0013835,2025-09-16,1,97000,97000,2025-09-16,1,1,Sunscreen,106,0,5,1,1,511,7,Recent Customers,2025-12-31
CUS0013836,2022-08-07,1,74000,74000,2022-08-07,1,1,Sunscreen,1242,0,1,1,1,111,3,Lost,2025-12-31
CUS0013837,2022-06-05,2,353000,176500,2022-04-16,2,2,Serum,1304,50,1,2,2,122,5,Lost,2025-12-31
CUS0013838,2022-08-10,5,2120000,424000,2022-01-18,11,3,Moisturizer,1238,204,1,4,4,144,9,Cant Lose Them,2025-12-31
CUS0013839,2024-04-11,4,2592000,648000,2023-08-11,9,3,Cleanser,628,244,3,4,5,345,12,Loyal Customers,2025-12-31
CUS0013840,2024-11-11,1,164000,164000,2024-11-11,1,1,Serum,415,0,4,1,1,411,6,Recent Customers,2025-12-31
CUS0013841,2024-05-13,3,705000,235000,2024-03-20,4,2,Moisturizer,596,54,3,3,3,333,9,Loyal Customers,2025-12-31
CUS0013842,2023-09-13,1,307000,307000,2023-09-13,1,1,Moisturizer,840,0,2,1,1,211,4,Hibernating,2025-12-31
CUS0013843,2023-10-28,23,6372000,277043,2022-07-17,40,5,Toner,794,468,2,5,5,255,12,Cant Lose Them,2025-12-31
CUS0013844,2025-11-29,5,1425000,285000,2025-05-15,9,4,Moisturizer,31,198,5,4,4,544,13,Champions,2025-12-31
CUS0013845,2023-08-18,5,1460000,292000,2022-06-05,11,4,Serum,865,439,2,4,4,244,10,Cant Lose Them,2025-12-31
CUS0013846,2022-09-17,2,518000,259000,2022-08-01,4,2,Serum,1200,47,1,2,2,122,5,Lost,2025-12-31
CUS0013847,2024-06-11,4,2063000,515750,2023-12-02,13,2,Sunscreen,567,192,3,4,4,344,11,Loyal Customers,2025-12-31
CUS0013848,2025-12-13,7,6519000,931286,2025-04-17,18,4,Serum,17,240,5,4,5,545,14,Champions,2025-12-31
CUS0013849,2023-11-07,11,2807000,255182,2023-03-13,16,4,Serum,784,239,2,5,5,255,12,Cant Lose Them,2025-12-31
CUS0013850,2025-11-17,22,10260000,466364,2024-08-13,39,5,Serum,43,461,5,5,5,555,15,Champions,2025-12-31
CUS0013851,2025-12-04,4,1717000,429250,2025-09-07,5,4,Sunscreen,26,88,5,4,4,544,13,Champions,2025-12-31
CUS0013852,2024-01-19,4,987000,246750,2023-05-19,7,2,Sunscreen,711,245,3,4,3,343,10,Loyal Customers,2025-12-31
CUS0013853,2025-12-15,23,15083000,655783,2024-06-27,42,5,Sunscreen,15,536,5,5,5,555,15,Champions,2025-12-31
CUS0013854,2025-07-07,2,232000,116000,2025-05-26,2,2,Toner,176,42,4,2,1,421,7,Recent Customers,2025-12-31
CUS0013855,2023-10-08,12,2886000,240500,2022-04-07,18,4,Serum,814,549,2,5,5,255,12,Cant Lose Them,2025-12-31
CUS0013856,2023-12-20,5,2707000,541400,2023-02-18,7,4,Cleanser,741,305,2,4,5,245,11,Cant Lose Them,2025-12-31
CUS0013857,2025-12-15,3,875000,291667,2025-08-08,6,3,Serum,15,129,5,3,3,533,11,Loyal Customers,2025-12-31
CUS0013858,2025-11-21,4,553000,138250,2025-10-28,4,3,Serum,39,24,5,4,2,542,11,Potential Loyalists,2025-12-31
CUS0013859,2023-06-16,5,3809000,761800,2022-08-26,8,3,Serum,928,294,2,4,5,245,11,Cant Lose Them,2025-12-31
CUS0013860,2023-10-08,1,100000,100000,2023-10-08,1,1,Sunscreen,815,0,2,1,1,211,4,Hibernating,2025-12-31
